Handle,SEO Title,SEO Description,Product Category
b3d5000,"BenchWaver™ 3D Rocker with 13.5x13"" flat mat | Laguna Scientific","BenchWaver™ 3D Rocker with 13.5x13"" flat mat platform from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
b3d2300,BenchRocker™ 3D Nutating Shaker with Variable | Laguna Scientific,BenchRocker™ 3D Nutating Shaker with Variable speed from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
b3d1320,"BioMixer™ 3D Nutating Shaker, fixed speed | Laguna Scientific","BioMixer™ 3D Nutating Shaker, fixed speed from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
b3d1308,"BlotBoy™ 3D Rocker, fixed speed | Laguna Scientific","BlotBoy™ 3D Rocker, fixed speed from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
b3d1020,MiniMixer™ 3D Nutating Shaker | Laguna Scientific,MiniMixer™ 3D Nutating Shaker from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
b3d1008,"Mini BlotBoy™ 3D Rocker, fixed speed | Laguna Scientific","Mini BlotBoy™ 3D Rocker, fixed speed from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
b2000-8-t500,Tube rack for 30 x 50 ml tubes | Laguna Scientific,"Tube rack for 30 x 50 ml tubes from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
b2000-8-t150,Tube rack for 76 x 15 ml tubes | Laguna Scientific,"Tube rack for 76 x 15 ml tubes from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
b2000-8,B2000-8 | Laguna Scientific,"B2000-8 from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
b2000-4-t500,Tube rack for 15 x 50 ml tubes | Laguna Scientific,"Tube rack for 15 x 50 ml tubes from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
b2000-4-t5,Tube rack for 40 x 0.5 ml tubes | Laguna Scientific,"Tube rack for 40 x 0.5 ml tubes from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
b2000-4-t1520,Tube rack for 48 x 1.5/2.0 ml tubes | Laguna Scientific,"Tube rack for 48 x 1.5/2.0 ml tubes from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
b2000-4-t150,Tube rack for 41 x 15 ml tubes | Laguna Scientific,"Tube rack for 41 x 15 ml tubes from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
b2000-2,MyBath 2L Digital Water Bath | Laguna Scientific,"MyBath 2L Digital Water Bath from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
b2000-12,myBath 12L Digital Water Bath | Laguna Scientific,"myBath 12L Digital Water Bath from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
b1450-sh-uv,Optional/Extra UV Transparent Shelf | Laguna Scientific,"Optional/Extra UV Transparent Shelf from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
b1450-sh,Optional/Extra UV Transparent Shelf | Laguna Scientific,"Optional/Extra UV Transparent Shelf from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
b1450-iss,"UV-C Indicator Stickers, 0.5x0.5"", for UV Clave | Laguna Scientific","UV-C Indicator Stickers, 0.5x0.5"", for UV Clave from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
b1450-ic,"UV-C Indicator Card, UV Clave™ Accessory for for UV | Laguna Scientific","UV-C Indicator Card, UV Clave™ Accessory for for UV Clave from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
b1202,Benchmark's Micro Bead Sterilizer is ideal for the | Laguna Scientific,Benchmark's Micro Bead Sterilizer is ideal for the from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies
b1201-group,B1201-GROUP | Laguna Scientific,"B1201-GROUP from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
b1201-bead,Refill Glass beads for Micro Bead Sterilizer | Laguna Scientific,"Refill Glass beads for Micro Bead Sterilizer, 1000g/Unit from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
b1201,Micro Bead Research Sterilizer (40x80mm) | Laguna Scientific,"Micro Bead Research Sterilizer (40x80mm), with glass beads from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
b1001-xl,BactiZapper Tilt MicroSterilizer with Adjustable | Laguna Scientific,BactiZapper Tilt MicroSterilizer with Adjustable Tilt Angle from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies
b1001-group,B1001-GROUP | Laguna Scientific,"B1001-GROUP from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
b1001,Benchmark Scientific BactiZapper TILT | Laguna Scientific,Benchmark Scientific BactiZapper TILT Micro-Sterilizer with from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies
b1000-ra,"Heating Element, 115 voltage | Laguna Scientific","Heating Element, 115 voltage from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
b1000-03,Slide-dryer attachment for use with BactiZapper | Laguna Scientific,Slide-dryer attachment for use with BactiZapper infrared from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies
b1000-01,Loop Holder Attachment For BactiZapper Infrared | Laguna Scientific,Loop Holder Attachment For BactiZapper Infrared Micro from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies
b1000,BactiZapper InfraRed Micro-Sterilizer | Laguna Scientific,BactiZapper InfraRed Micro-Sterilizer from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies
autoclaves,BioClave Research Autoclaves | Laguna Scientific,"BioClave Research Autoclaves from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-mask-ear-loop-disposable-50-box-500-cs,Disposable 3-Ply Surgical Masks & Respirators | Laguna Scientific,Disposable 3-Ply Surgical Masks & Respirators from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Medical
copy-of-2-0-ml-micro-centrifuge-tubes-500-bag,"5.0 ml Snap Cap Centrifuge Tubes, 200/bag | Laguna Scientific","5.0 ml Snap Cap Centrifuge Tubes, 200/bag from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
cell-strainers-individually-packaged-sterile,"Cell Strainers, 100 μm pore size, White frame | Laguna Scientific","Cell Strainers, 100 μm pore size, White frame from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
copy-of-cell-strainers-70-μm-pore-size-white-frame-individual-package-sterile-50-box,"Cell Strainers, 40 μm pore size, Blue frame | Laguna Scientific","Cell Strainers, 40 μm pore size, Blue frame from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
cell-strainers-sterile,"Cell Strainers, 70 μm pore size, White frame | Laguna Scientific","Cell Strainers, 70 μm pore size, White frame from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
copy-of-50-ml-conical-centrifuge-tubes-bulk-sterile-500-cs,"Self Standing 50 ml Conical Centrifuge Tubes, Bulk | Laguna Scientific","Self Standing 50 ml Conical Centrifuge Tubes, Bulk from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
four-way-tube-rack-5-pk-1,"Two-Way Tube Rack, 5/pk | Laguna Scientific","Two-Way Tube Rack, 5/pk from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tube Racks
copy-of-manual-repeating-pipette-1,FastPette Pro - Ultimate Pipette Controller | Laguna Scientific,FastPette Pro - Ultimate Pipette Controller from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Pipettes
copy-of-manual-repeating-pipette,FastPette™ V2 Pipette | Laguna Scientific,"FastPette™ V2 Pipette from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Pipettes
copy-of-brasil-neoprene-latex-glove-with-terry-lining-2,NEOPRENE Latex Glove with Terry Lining NO INVENTORY | Laguna Scientific,NEOPRENE Latex Glove with Terry Lining NO INVENTORY from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Medical > Medical Supplies > Disposable Gloves
copy-of-brasil-neoprene-latex-glove-with-terry-lining-1,NEOPRENE Latex Glove with Terry Lining | Laguna Scientific,NEOPRENE Latex Glove with Terry Lining from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Medical > Medical Supplies > Disposable Gloves
smartblue™-blue-light-transilluminator,SmartBlue™ Blue Light Transilluminator | Laguna Scientific,SmartBlue™ Blue Light Transilluminator from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
myvolt-touch-power-supply,UV Transilluminator | Laguna Scientific,"UV Transilluminator from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
myvolt-mini-power-supply,MyVolt Touch Power Supply | Laguna Scientific,"MyVolt Touch Power Supply from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
mini-electrophoresis-system-1,MyVolt Mini Power Supply | Laguna Scientific,"MyVolt Mini Power Supply from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
mini-electrophoresis-system,Mini Electrophoresis System | Laguna Scientific,"Mini Electrophoresis System from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-microtube-adapter-20-x-1-5-2-0ml-max-4,"Microtube adapter, 20 x 0.5ml (max. 4) | Laguna Scientific","Microtube adapter, 20 x 0.5ml (max. 4) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
incu-shaker-mini-shaking-incubator-with-flat-mat-platform,OrbiShaker MP microplate shaker & vortexer with | Laguna Scientific,OrbiShaker MP microplate shaker & vortexer with platform from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-block-24-x-12mm-max-speed-1200-rpm,"Block, 12 x 15ml (Max speed: 750 rpm) | Laguna Scientific","Block, 12 x 15ml (Max speed: 750 rpm) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-block-35-x-2-0ml,"Block, 24 x 12mm (Max. speed: 1200 rpm) | Laguna Scientific","Block, 24 x 12mm (Max. speed: 1200 rpm) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
multitherm™-heating-cooling-vortexer,MultiTherm™ Shaker Heating & Cooling | Laguna Scientific,MultiTherm™ Shaker Heating & Cooling from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-tube-rack-12x1-5ml-horizontal-max-3,"Tube Rack, 4x15ml horizontal, max. 4 | Laguna Scientific","Tube Rack, 4x15ml horizontal, max. 4 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-tube-rack-for-h1000-mr-15x50ml-max-3,"Rack for H1000-MR, 4x500/600ml bottle, max. 1 | Laguna Scientific","Rack for H1000-MR, 4x500/600ml bottle, max. 1 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-tube-rack-for-h1000-mr-32x15ml-max-3,"Tube Rack for H1000-MR, 15x50ml, max. 2 | Laguna Scientific","Tube Rack for H1000-MR, 15x50ml, max. 2 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-tube-rack-for-h1000-mr-30x15ml-20x50ml-max-1,"Tube Rack for H1000-MR, 32x15ml, max. 2 | Laguna Scientific","Tube Rack for H1000-MR, 32x15ml, max. 2 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-clamp-for-1-x-microplate-for-h1000-mr-max-5,"Tube Rack for H1000-MR, 30x15ml & 20x50ml, max. 1 | Laguna Scientific","Tube Rack for H1000-MR, 30x15ml & 20x50ml, max. 1 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-flask-clamp-for-h1000-mr-500ml-max-6,"Flask clamp for H1000-MR, 1000ml max. 2 | Laguna Scientific","Flask clamp for H1000-MR, 1000ml max. 2 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-flask-clamp-for-h1000-mr-50ml-max-21,"Flask clamp for H1000-MR, 125ml, max.12 | Laguna Scientific","Flask clamp for H1000-MR, 125ml, max.12 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-dedicated-platform-for-5-x-500ml-flasks,Optional CO2 regulator | Laguna Scientific,"Optional CO2 regulator from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-magic-clamp™-universal-platform-for-flasks-and-tube-racks-9-5-x-11-5,Spring platform for unique vessel types | Laguna Scientific,Spring platform for unique vessel types from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
shaker-mini-co2-shaking-incubator-with-flat-mat-platform,Shaker Mini CO2 Shaking Incubator | Laguna Scientific,"Shaker Mini CO2 Shaking Incubator, with flat mat platform from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-tube-rack-12x1-5ml-horizontal-max-2,"Angled tube rack holder, adjustable tilt (max. 1) | Laguna Scientific","Angled tube rack holder, adjustable tilt (max. 1) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-tube-rack-for-h1000-mr-15x50ml-max-2,"BENCHMARK Rack for H1000-MR, 4x500/600ml bottle | Laguna Scientific","BENCHMARK Rack for H1000-MR, 4x500/600ml bottle, max. 1 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-incu-shaker-mini-with-flat-mat-platform,"Tube Rack for H1000-MR, 32x15ml, max. 2 | Laguna Scientific","Tube Rack for H1000-MR, 32x15ml, max. 2 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-flask-clamp-for-h1000-mr-250ml-max-8,"Flask clamp for H1000-MR, 500ml, max. 5 | Laguna Scientific","Flask clamp for H1000-MR, 500ml, max. 5 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-flask-clamp-for-h1000-mr-125ml-max-12,"Flask clamp for H1000-MR, 250ml, max. 8 | Laguna Scientific","Flask clamp for H1000-MR, 250ml, max. 8 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-flask-clamp-for-h1000-mr-25ml-max-20,"Flask clamp for H1000-MR, 50ml, max. 20 | Laguna Scientific","Flask clamp for H1000-MR, 50ml, max. 20 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-adjustable-flask-clamp-accepts-125ml-250ml-500ml-max-5x500-8x250-or-12x125ml,"Flask clamp for H1000-MR, 25ml, max.20 | Laguna Scientific","Flask clamp for H1000-MR, 25ml, max.20 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-spring-platform-for-unique-vessel-types-1,"ADJUSTABLE flask clamp, accepts 125ml | Laguna Scientific","ADJUSTABLE flask clamp, accepts 125ml from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-4-x-microplate-platform,Spring platform for unique vessel types | Laguna Scientific,Spring platform for unique vessel types from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-incushaker-mini-shaking-incubator-with-flat-mat-platform,4 x microplate platform | Laguna Scientific,"4 x microplate platform from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
incu-shaker-shaking-incubator-1,Incu-Shaker Mini Shaking Incubator | Laguna Scientific,"Incu-Shaker Mini Shaking Incubator, with non-slip rubber mat from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-tube-rack-4x15ml-horizontal-max-8,"Tube Rack, 2x50ml horizontal, max. 8 | Laguna Scientific","Tube Rack, 2x50ml horizontal, max. 8 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-tube-rack-12x1-5ml-horizontal-max-6,"Tube Rack, 4x15ml horizontal, max. 8 | Laguna Scientific","Tube Rack, 4x15ml horizontal, max. 8 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-bottle-rack-for-h1000-mr-4x500-600ml-bottle-max-4,"Tube Rack, 12x1.5ml horizontal, max. 6 | Laguna Scientific","Tube Rack, 12x1.5ml horizontal, max. 6 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-tube-rack-for-h1000-mr-15x50ml-max-8,"Bottle Rack for H1000-MR, 4x500/600ml bottle, max. 4 | Laguna Scientific","Bottle Rack for H1000-MR, 4x500/600ml bottle, max. 4 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-tube-rack-for-h1000-mr-32x15ml-max-8,"Tube Rack for H1000-MR, 15x50ml, max. 8 | Laguna Scientific","Tube Rack for H1000-MR, 15x50ml, max. 8 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-tube-rack-for-h1000-mr-30x15ml-20x50ml-max-4,"Tube Rack for H1000-MR, 32x15ml, max. 8 | Laguna Scientific","Tube Rack for H1000-MR, 32x15ml, max. 8 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-clamp-for-1-x-microplate-for-h1000-mr-max-6,"Tube Rack for H1000-MR, 30x15ml & 20x50ml, max. 4 | Laguna Scientific","Tube Rack for H1000-MR, 30x15ml & 20x50ml, max. 4 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-flask-clamp-for-h1000-mr-2l-max-5,"Flask clamp for H1000-MR, 2.8L, max. 4 | Laguna Scientific","Flask clamp for H1000-MR, 2.8L, max. 4 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-flask-clamp-for-h1000-mr-1l-max-9,"Flask clamp for H1000-MR, 2L, max. 5 | Laguna Scientific","Flask clamp for H1000-MR, 2L, max. 5 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-flask-clamp-for-h1000-mr-500ml-max-16,"Flask clamp for H1000-MR, 1L, max. 9 | Laguna Scientific","Flask clamp for H1000-MR, 1L, max. 9 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-flask-clamp-for-h1000-mr-250ml-max-25,"Flask clamp for H1000-MR, 500ml, max. 16 | Laguna Scientific","Flask clamp for H1000-MR, 500ml, max. 16 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-flask-clamp-for-h1000-mr-125ml-max-36,"Flask clamp for H1000-MR, 250ml, max. 25 | Laguna Scientific","Flask clamp for H1000-MR, 250ml, max. 25 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-copy-of-flask-clamp-for-h1000-mr-50ml-max-49,"Flask clamp for H1000-MR, 125ml, max. 36 | Laguna Scientific","Flask clamp for H1000-MR, 125ml, max. 36 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-flask-clamp-for-h1000-mr-25ml-max-49,"Flask clamp for H1000-MR, 50ml, max.49 | Laguna Scientific","Flask clamp for H1000-MR, 50ml, max.49 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-adjustable-flask-clamp-accepts-125ml-250ml-500ml-max-16x500-25x250-or-36x125ml,"Flask clamp for H1000-MR, 25ml, max.49 | Laguna Scientific","Flask clamp for H1000-MR, 25ml, max.49 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-optional-shelf-14-x-5-5-for-petri-dishes-microplates-etc,"ADJUSTABLE flask clamp, accepts 125ml | Laguna Scientific","ADJUSTABLE flask clamp, accepts 125ml from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-6-x-microplate-platform,"Optional shelf, 14 x 5,5"" for Petri dishes | Laguna Scientific","Optional shelf, 14 x 5,5"" for Petri dishes, microplates, etc from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-spring-platform-for-unique-vessel-types,6 x microplate platform | Laguna Scientific,"6 x microplate platform from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
copy-of-magic-clamp-universal-platform-for-flasks-and-tube-racks-18-x-18-in,Spring platform for unique vessel types | Laguna Scientific,Spring platform for unique vessel types from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
magic-clamp-universal-platform-for-flasks-and-tube-racks-18-x-18-in,MAGIc Clamp universal platform for flasks and tube | Laguna Scientific,MAGIc Clamp universal platform for flasks and tube racks from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
pcr-tubes-and-strips,PCR Tubes and Strips | Laguna Scientific,"PCR Tubes and Strips from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
copy-of-200-µl-pipette-tips-racked-96-box-10-box-case,"200 µl Pipette Tips, No RNase, DNase, Endotoxin | Laguna Scientific","200 µl Pipette Tips, No RNase, DNase, Endotoxin from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Pipettes
